env_type,distance_m,num_walls,has_metal,frequency_mhz,ant_0_rssi_dbm,ant_1_rssi_dbm,ant_2_rssi_dbm,best_ant
urban,150.235,0,0,915.0,-92.603,-91.731,-91.551,2
indoor,167.887,1,1,915.0,-109.642,-106.181,-106.014,2
rural,198.215,0,0,915.0,-76.966,-80.177,-78.536,0
indoor,193.065,0,0,2400.0,-99.475,-100.575,-102.521,0
urban,169.874,0,0,2400.0,-94.166,-90.4,-93.299,1
rural,31.386,0,0,915.0,-64.039,-58.51,-59.378,1
urban,46.949,0,0,2400.0,-69.726,-71.119,-80.252,0
indoor,169.461,1,0,915.0,-105.345,-103.841,-110.844,1
urban,76.43,0,0,915.0,-88.76,-84.159,-81.282,2
rural,181.213,0,1,915.0,-85.121,-84.675,-80.309,2
urban,99.475,0,0,915.0,-87.644,-87.531,-87.339,2
urban,55.448,0,0,915.0,-81.898,-78.985,-76.2,2
indoor,128.242,1,1,915.0,-102.156,-108.118,-104.017,0
urban,140.709,0,1,915.0,-94.251,-94.099,-96.663,1
indoor,59.921,1,0,915.0,-91.196,-86.249,-91.152,1
urban,35.492,0,1,2400.0,-77.729,-74.919,-80.011,1
indoor,125.578,1,0,915.0,-99.792,-100.495,-100.728,0
urban,162.922,0,0,915.0,-93.139,-93.568,-89.89,2
urban,192.481,0,0,915.0,-96.31,-89.837,-94.369,1
urban,87.367,0,1,2400.0,-87.668,-85.4,-91.817,1
rural,138.49,0,0,2400.0,-74.536,-71.836,-72.633,1
indoor,5.481,0,0,915.0,-54.035,-54.844,-53.804,2
indoor,183.415,1,0,915.0,-102.63,-100.875,-102.951,1
urban,182.266,0,0,2400.0,-93.726,-89.634,-94.741,1
urban,137.059,0,0,2400.0,-89.641,-88.363,-84.481,2
indoor,133.792,2,0,915.0,-105.152,-100.325,-106.445,1
indoor,111.638,1,0,2400.0,-88.991,-99.339,-96.8,0
urban,198.362,0,0,2400.0,-91.636,-89.956,-88.129,2
indoor,151.717,2,1,915.0,-112.072,-111.684,-113.598,1
indoor,198.23,0,0,915.0,-101.433,-98.934,-102.52,1
urban,94.935,0,0,2400.0,-87.78,-81.742,-87.296,1
urban,175.615,0,0,915.0,-92.407,-95.274,-96.327,0
urban,157.492,0,0,915.0,-91.043,-91.924,-91.589,0
urban,146.598,0,0,2400.0,-88.758,-85.768,-87.15,1
indoor,44.697,2,0,915.0,-88.938,-90.834,-90.791,0
rural,141.223,0,0,2400.0,-71.737,-67.897,-73.124,1
urban,148.83,0,1,915.0,-102.398,-95.55,-97.054,1
indoor,169.311,0,0,915.0,-98.634,-95.228,-97.1,1
rural,16.63,0,0,2400.0,-54.894,-58.117,-52.455,2
rural,46.717,0,0,915.0,-69.575,-68.677,-62.503,2
urban,115.478,0,0,915.0,-92.349,-88.648,-86.703,2
urban,129.392,0,0,915.0,-85.875,-89.388,-92.676,0
rural,164.326,0,0,915.0,-74.269,-77.726,-70.843,2
indoor,1.696,3,0,915.0,-51.411,-45.971,-50.133,1
indoor,79.415,0,0,915.0,-88.894,-89.731,-88.394,2
indoor,173.333,0,0,915.0,-97.131,-100.957,-101.046,0
indoor,197.074,0,0,915.0,-98.296,-100.453,-102.065,0
rural,55.395,0,0,915.0,-67.611,-66.97,-66.772,2
urban,41.116,0,0,915.0,-77.102,-73.822,-76.117,1
urban,158.701,0,0,915.0,-89.096,-90.261,-92.016,0
indoor,163.833,0,0,915.0,-99.592,-105.236,-101.733,0
indoor,183.411,1,1,2400.0,-108.104,-107.574,-108.474,1
urban,191.799,0,0,2400.0,-92.486,-93.674,-92.245,2
indoor,170.067,0,0,2400.0,-90.644,-93.791,-94.296,0
indoor,64.815,1,0,2400.0,-86.881,-89.47,-87.855,0
indoor,92.01,3,0,915.0,-101.187,-102.175,-100.46,2
urban,90.762,0,0,915.0,-85.46,-82.536,-83.585,1
indoor,69.241,0,0,2400.0,-81.629,-81.282,-89.836,1
indoor,92.239,1,0,2400.0,-95.643,-90.823,-91.749,1
rural,62.966,0,0,915.0,-64.86,-75.866,-69.373,0
urban,90.442,0,0,2400.0,-82.937,-83.766,-83.161,0
urban,78.5,0,0,915.0,-84.248,-87.88,-82.975,2
urban,170.963,0,0,915.0,-90.713,-95.466,-94.467,0
urban,158.71,0,0,915.0,-95.61,-93.185,-92.83,2
indoor,20.584,2,0,2400.0,-75.3,-75.366,-77.76,0
rural,88.229,0,0,915.0,-72.007,-70.843,-65.705,2
indoor,118.625,2,0,2400.0,-101.045,-96.061,-98.017,1
indoor,70.353,1,1,915.0,-97.763,-96.559,-100.089,1
indoor,144.858,1,0,2400.0,-96.171,-98.124,-99.409,0
urban,144.131,0,0,915.0,-88.027,-89.893,-93.244,0
urban,111.549,0,0,2400.0,-86.418,-86.217,-84.934,2
urban,133.135,0,0,2400.0,-87.609,-87.46,-87.359,2
rural,85.449,0,0,915.0,-72.416,-72.932,-72.324,2
indoor,100.859,0,0,2400.0,-93.564,-88.063,-92.297,1
rural,98.488,0,0,915.0,-69.649,-73.794,-71.525,0
rural,124.374,0,0,2400.0,-78.96,-72.338,-72.692,1
urban,33.303,0,0,915.0,-74.145,-75.441,-74.194,0
urban,198.129,0,0,915.0,-97.027,-95.065,-96.316,1
indoor,190.747,2,0,915.0,-109.186,-113.32,-107.367,2
indoor,43.789,0,0,2400.0,-81.621,-77.682,-81.487,1
indoor,104.004,0,0,2400.0,-87.437,-92.475,-87.174,2
urban,70.678,0,0,915.0,-84.186,-83.12,-80.857,2
indoor,13.515,1,0,2400.0,-69.204,-70.291,-69.519,0
indoor,122.114,2,0,2400.0,-97.753,-105.397,-97.828,0
indoor,120.77,2,0,915.0,-105.801,-101.387,-101.586,1
urban,161.881,0,1,2400.0,-98.87,-91.265,-98.094,1
urban,150.197,0,1,915.0,-96.76,-96.548,-98.74,1
urban,150.484,0,0,2400.0,-88.952,-90.088,-87.793,2
indoor,182.515,1,0,915.0,-100.556,-102.713,-106.292,0
urban,141.643,0,1,2400.0,-89.202,-93.501,-90.161,0
urban,110.162,0,0,2400.0,-84.86,-85.095,-88.554,0
urban,143.347,0,1,2400.0,-90.13,-90.635,-94.801,0
urban,95.967,0,0,2400.0,-86.08,-87.223,-85.632,2
indoor,35.966,1,0,2400.0,-79.314,-75.374,-82.048,1
urban,72.952,0,0,2400.0,-81.295,-76.976,-81.11,1
rural,40.155,0,0,915.0,-66.95,-62.807,-63.928,1
urban,64.054,0,0,2400.0,-81.264,-77.458,-79.166,1
indoor,26.46,0,1,915.0,-83.497,-75.619,-79.235,1
indoor,172.908,3,0,2400.0,-106.42,-105.333,-111.48,1
indoor,1.257,1,1,2400.0,-37.341,-44.453,-41.62,0
indoor,6.429,0,0,915.0,-62.635,-64.137,-53.699,2
urban,20.991,0,0,915.0,-68.328,-70.816,-69.233,0
indoor,46.558,0,0,2400.0,-78.144,-80.067,-84.277,0
urban,177.517,0,1,915.0,-101.558,-99.026,-103.599,1
rural,77.002,0,0,2400.0,-68.533,-68.271,-69.761,1
indoor,74.459,1,0,915.0,-92.957,-90.892,-94.226,1
indoor,3.455,0,0,2400.0,-45.544,-43.668,-49.781,1
rural,85.976,0,0,915.0,-73.995,-71.339,-72.778,1
urban,46.321,0,1,2400.0,-77.383,-82.109,-80.31,0
rural,159.189,0,0,2400.0,-74.206,-68.419,-71.462,1
indoor,66.296,1,0,2400.0,-88.037,-89.187,-89.977,0
urban,67.752,0,0,2400.0,-76.62,-78.81,-82.383,0
indoor,54.833,0,0,915.0,-88.274,-83.238,-85.382,1
rural,117.294,0,0,915.0,-76.02,-74.832,-72.778,2
urban,46.748,0,0,2400.0,-73.984,-74.043,-72.585,2
rural,58.876,0,1,2400.0,-67.424,-66.972,-68.021,1
urban,133.452,0,0,915.0,-91.489,-88.391,-92.345,1
indoor,47.314,1,0,915.0,-85.538,-83.178,-90.294,1
urban,68.52,0,0,2400.0,-75.804,-81.789,-80.789,0
urban,199.853,0,0,2400.0,-86.996,-95.377,-88.595,0
indoor,33.926,1,0,2400.0,-81.497,-77.565,-82.074,1
urban,40.163,0,0,915.0,-76.042,-73.687,-73.322,2
urban,72.321,0,0,915.0,-82.062,-86.19,-85.365,0
indoor,52.512,1,0,915.0,-88.524,-88.628,-92.226,0
indoor,132.109,1,0,915.0,-96.387,-99.361,-102.999,0
indoor,176.899,2,0,2400.0,-100.003,-101.205,-104.939,0
urban,9.065,0,0,915.0,-53.933,-57.237,-59.048,0
urban,120.686,0,0,2400.0,-83.259,-88.737,-86.387,0
indoor,43.557,0,0,915.0,-81.325,-80.749,-80.763,1
indoor,64.539,0,1,2400.0,-84.683,-88.042,-95.809,0
urban,156.607,0,0,915.0,-92.511,-89.226,-94.199,1
urban,58.688,0,0,2400.0,-75.211,-82.461,-78.465,0
indoor,157.564,2,1,2400.0,-113.92,-107.45,-110.758,1
urban,181.7,0,0,915.0,-94.713,-91.486,-92.105,1
indoor,112.923,0,0,915.0,-94.579,-97.589,-99.586,0
rural,183.754,0,0,2400.0,-78.857,-75.598,-74.711,2
urban,122.82,0,0,915.0,-88.216,-86.362,-90.006,1
indoor,186.564,2,0,2400.0,-101.508,-104.66,-109.86,0
indoor,129.59,2,1,915.0,-108.908,-113.937,-109.344,0
rural,95.948,0,0,2400.0,-71.868,-71.186,-68.594,2
indoor,77.978,0,0,915.0,-83.231,-91.927,-91.795,0
rural,194.196,0,0,2400.0,-78.34,-73.692,-75.292,1
rural,146.411,0,0,915.0,-74.204,-75.249,-75.648,0
urban,43.097,0,1,915.0,-80.854,-81.75,-82.252,0
urban,98.162,0,0,915.0,-86.378,-87.272,-85.987,2
rural,11.834,0,0,2400.0,-55.18,-47.186,-50.817,1
indoor,8.334,0,1,2400.0,-59.46,-62.515,-64.894,0
urban,29.111,0,0,915.0,-73.34,-70.907,-71.627,1
rural,37.657,0,0,2400.0,-64.083,-63.148,-61.839,2
rural,60.345,0,0,2400.0,-62.774,-67.239,-65.083,0
indoor,191.487,1,0,2400.0,-101.08,-103.275,-105.002,0
indoor,158.141,1,0,915.0,-102.053,-104.036,-105.779,0
urban,171.231,0,1,915.0,-99.87,-101.146,-97.931,2
indoor,64.94,1,0,915.0,-89.194,-93.385,-89.147,2
urban,147.716,0,0,2400.0,-90.069,-86.922,-86.148,2
indoor,175.649,1,0,2400.0,-99.089,-106.694,-104.643,0
indoor,198.538,0,0,915.0,-103.306,-104.975,-104.138,0
urban,27.707,0,0,915.0,-67.454,-72.738,-68.061,0
rural,176.131,0,0,915.0,-75.463,-79.042,-74.804,2
urban,128.809,0,0,2400.0,-85.229,-81.612,-86.289,1
urban,121.033,0,1,915.0,-94.313,-97.305,-96.838,0
indoor,130.972,1,0,2400.0,-93.193,-96.908,-101.919,0
indoor,156.48,1,0,2400.0,-94.194,-101.461,-100.817,0
urban,96.548,0,0,915.0,-87.344,-85.909,-86.453,1
urban,59.425,0,0,915.0,-81.16,-80.276,-81.861,1
indoor,189.465,2,1,2400.0,-106.553,-111.279,-111.884,0
indoor,100.807,1,0,2400.0,-93.598,-100.004,-97.425,0
rural,124.682,0,0,915.0,-73.515,-76.03,-75.691,0
urban,102.984,0,1,2400.0,-91.057,-84.712,-91.237,1
indoor,71.008,1,0,915.0,-90.075,-92.734,-92.512,0
indoor,23.071,0,0,915.0,-71.811,-72.09,-70.615,2
urban,164.706,0,0,915.0,-95.773,-92.119,-93.99,1
rural,110.607,0,0,915.0,-75.141,-74.982,-68.937,2
indoor,176.958,1,0,2400.0,-98.519,-99.421,-105.387,0
rural,178.782,0,1,2400.0,-84.008,-85.927,-83.413,2
indoor,176.889,0,0,915.0,-97.776,-101.406,-99.661,0
indoor,72.496,0,1,2400.0,-91.38,-93.672,-91.855,0
indoor,52.449,1,0,915.0,-87.629,-87.713,-84.705,2
urban,88.437,0,0,2400.0,-83.042,-86.587,-84.516,0
urban,177.703,0,0,2400.0,-91.719,-87.733,-95.617,1
rural,103.011,0,0,2400.0,-71.292,-73.617,-68.722,2
indoor,65.205,4,0,2400.0,-99.527,-95.051,-95.817,1
rural,64.657,0,0,2400.0,-63.815,-66.134,-67.075,0
indoor,189.592,1,0,915.0,-102.211,-104.906,-102.715,0
indoor,1.513,2,0,2400.0,-42.513,-41.55,-39.722,2
urban,139.153,0,0,915.0,-91.535,-87.827,-93.048,1
rural,45.267,0,0,915.0,-67.126,-63.726,-63.653,2
urban,155.504,0,0,915.0,-94.07,-88.732,-90.804,1
rural,29.925,0,0,2400.0,-61.255,-57.318,-58.833,1
urban,198.394,0,0,2400.0,-90.67,-88.927,-93.059,1
indoor,192.768,4,1,2400.0,-117.301,-119.835,-124.027,0
urban,75.435,0,0,915.0,-85.273,-82.472,-85.464,1
indoor,117.244,1,0,915.0,-101.512,-98.226,-98.982,1
urban,128.817,0,0,2400.0,-85.683,-90.027,-94.065,0
urban,87.53,0,0,2400.0,-83.551,-78.014,-84.088,1
indoor,108.444,2,0,2400.0,-96.303,-96.923,-91.264,2
indoor,24.457,0,0,2400.0,-71.942,-72.659,-74.12,0
indoor,48.944,2,0,915.0,-88.532,-90.409,-89.469,0
rural,182.259,0,0,915.0,-74.772,-79.492,-75.519,0
indoor,162.558,1,1,2400.0,-106.759,-105.165,-103.665,2
indoor,70.225,1,1,2400.0,-94.23,-95.377,-96.15,0
indoor,145.784,2,0,915.0,-102.113,-106.549,-104.015,0
urban,40.896,0,1,915.0,-84.739,-78.781,-81.951,1
indoor,101.478,0,0,2400.0,-90.48,-87.878,-90.556,1
indoor,142.863,1,0,2400.0,-97.866,-101.062,-94.528,2
rural,76.531,0,0,2400.0,-69.289,-71.739,-68.373,2
indoor,137.532,1,1,915.0,-107.288,-107.537,-106.699,2
urban,50.886,0,0,2400.0,-76.351,-76.136,-74.008,2
urban,129.995,0,0,915.0,-87.927,-89.736,-85.737,2
indoor,158.265,0,0,2400.0,-98.612,-98.041,-95.842,2
urban,121.121,0,0,915.0,-89.822,-93.482,-96.876,0
indoor,175.369,0,0,915.0,-103.156,-101.919,-101.202,2
indoor,43.784,3,0,2400.0,-89.372,-91.476,-88.424,2
indoor,168.476,2,0,2400.0,-95.039,-107.003,-105.309,0
indoor,118.165,1,0,915.0,-98.882,-103.744,-101.348,0
indoor,129.996,3,0,915.0,-105.01,-105.32,-105.393,0
indoor,44.65,2,1,915.0,-101.064,-96.266,-95.683,2
urban,117.232,0,0,2400.0,-87.926,-86.574,-83.786,2
rural,132.875,0,1,2400.0,-81.662,-75.403,-74.666,2
urban,73.073,0,1,915.0,-87.99,-93.829,-90.066,0
rural,177.085,0,0,915.0,-76.717,-80.75,-76.971,0
indoor,162.92,2,0,2400.0,-102.723,-101.955,-105.856,1
urban,14.931,0,0,915.0,-70.337,-64.033,-61.93,2
indoor,43.749,1,0,915.0,-84.772,-90.817,-86.17,0
rural,83.362,0,0,2400.0,-68.16,-69.973,-72.26,0
rural,12.65,0,0,2400.0,-48.798,-52.337,-49.656,0
rural,29.241,0,0,2400.0,-56.547,-60.871,-58.924,0
rural,102.547,0,0,2400.0,-73.215,-70.58,-68.352,2
urban,3.808,0,0,915.0,-48.235,-49.738,-42.172,2
rural,89.36,0,0,915.0,-73.354,-75.79,-70.517,2
indoor,189.046,4,0,2400.0,-113.771,-110.891,-110.872,2
indoor,96.348,0,1,2400.0,-93.835,-95.229,-95.572,0
urban,140.773,0,0,2400.0,-86.023,-88.883,-95.385,0
rural,144.223,0,0,915.0,-76.46,-73.712,-74.017,1
urban,66.873,0,0,915.0,-80.609,-82.068,-79.311,2
urban,49.753,0,0,2400.0,-74.233,-72.135,-79.282,1
urban,73.602,0,0,915.0,-84.017,-82.723,-89.316,1
urban,98.926,0,0,915.0,-85.583,-85.336,-90.668,1
urban,186.299,0,0,2400.0,-85.8,-94.827,-92.767,0
urban,79.252,0,0,2400.0,-78.504,-83.327,-84.376,0
urban,61.621,0,0,2400.0,-78.244,-78.036,-80.789,1
urban,151.432,0,1,915.0,-98.232,-98.879,-98.09,2
rural,85.437,0,0,915.0,-73.845,-69.615,-71.163,1
urban,2.756,0,0,2400.0,-45.378,-42.728,-45.849,1
indoor,115.911,0,0,2400.0,-92.191,-93.417,-88.798,2
indoor,68.489,0,0,2400.0,-85.684,-82.954,-83.363,1
urban,90.972,0,1,2400.0,-87.253,-91.717,-92.212,0
urban,140.137,0,0,2400.0,-91.986,-90.002,-89.652,2
indoor,52.774,2,1,915.0,-99.331,-101.944,-99.037,2
urban,75.878,0,0,2400.0,-76.223,-81.407,-85.357,0
urban,140.004,0,0,2400.0,-89.579,-88.598,-87.584,2
rural,165.028,0,0,915.0,-75.844,-76.907,-75.965,0
indoor,57.237,0,0,915.0,-82.152,-89.416,-82.136,2
indoor,42.078,1,0,915.0,-83.024,-85.709,-91.095,0
rural,174.399,0,0,2400.0,-71.563,-77.366,-74.287,0
urban,47.27,0,0,2400.0,-73.862,-75.183,-74.067,0
indoor,79.179,3,0,915.0,-99.671,-100.687,-103.238,0
urban,78.991,0,0,2400.0,-81.26,-81.454,-81.385,0
rural,75.405,0,0,2400.0,-71.371,-69.21,-67.812,2
rural,23.68,0,1,2400.0,-62.954,-60.597,-59.448,2
indoor,5.373,1,0,2400.0,-55.173,-59.621,-55.395,0
indoor,127.843,3,0,915.0,-108.573,-103.393,-111.204,1
urban,162.581,0,0,915.0,-91.495,-89.968,-90.643,1
indoor,28.373,1,1,915.0,-83.314,-89.989,-86.649,0
urban,178.853,0,0,2400.0,-91.803,-89.799,-89.426,2
indoor,12.769,4,0,2400.0,-75.947,-75.796,-78.974,1
indoor,146.375,2,0,915.0,-107.343,-102.266,-104.499,1
rural,187.991,0,0,2400.0,-74.198,-72.236,-70.405,2
indoor,98.016,0,1,2400.0,-97.21,-95.887,-93.205,2
urban,149.759,0,1,2400.0,-91.475,-97.025,-95.728,0
urban,22.036,0,0,915.0,-67.729,-69.177,-65.734,2
indoor,148.83,2,0,2400.0,-102.015,-103.517,-103.221,0
indoor,141.254,1,0,915.0,-101.103,-105.797,-100.099,2
urban,74.777,0,1,2400.0,-84.555,-87.181,-89.172,0
indoor,109.903,2,0,2400.0,-96.899,-95.924,-100.562,1
rural,173.52,0,0,2400.0,-71.786,-72.837,-75.507,0
indoor,128.329,0,0,2400.0,-90.938,-91.626,-96.874,0
indoor,80.653,1,0,915.0,-91.003,-97.171,-94.658,0
urban,29.034,0,0,2400.0,-67.712,-67.818,-70.441,0
rural,40.723,0,0,2400.0,-62.981,-66.755,-61.108,2
indoor,180.301,1,0,2400.0,-95.013,-98.487,-102.259,0
indoor,24.293,1,0,2400.0,-74.62,-73.851,-79.159,1
rural,82.419,0,0,915.0,-66.9,-70.61,-73.425,0
indoor,35.206,2,0,2400.0,-82.199,-81.897,-80.132,2
urban,13.112,0,0,2400.0,-61.555,-59.068,-63.909,1
urban,101.254,0,0,2400.0,-82.703,-85.495,-81.447,2
indoor,142.803,3,0,2400.0,-102.963,-107.654,-109.365,0
rural,171.508,0,0,915.0,-76.74,-80.888,-77.501,0
rural,69.194,0,0,915.0,-70.977,-68.184,-71.215,1
urban,2.572,0,0,915.0,-42.283,-42.007,-43.212,1
urban,159.924,0,1,2400.0,-94.279,-94.31,-98.952,0
indoor,83.138,1,0,2400.0,-93.236,-87.822,-91.628,1
rural,40.373,0,0,2400.0,-59.143,-62.827,-60.733,0
urban,183.927,0,0,2400.0,-94.831,-89.814,-91.76,1
indoor,101.124,1,0,2400.0,-93.801,-91.979,-93.443,1
indoor,47.117,2,0,915.0,-87.953,-89.216,-89.625,0
urban,167.797,0,1,915.0,-97.601,-96.611,-101.828,1
indoor,186.409,2,0,915.0,-106.69,-110.891,-109.288,0
indoor,155.749,0,0,915.0,-100.289,-97.877,-98.906,1
indoor,189.317,1,0,2400.0,-104.351,-101.51,-100.498,2
rural,33.399,0,0,2400.0,-59.576,-66.76,-54.436,2
rural,83.666,0,0,915.0,-69.939,-72.739,-68.166,2
urban,8.566,0,0,2400.0,-52.824,-57.456,-50.071,2
indoor,189.835,0,0,915.0,-101.691,-105.835,-98.593,2
indoor,101.357,3,0,915.0,-102.805,-106.131,-107.989,0
urban,29.974,0,0,2400.0,-71.565,-75.141,-75.833,0
rural,50.157,0,0,2400.0,-66.366,-64.953,-60.823,2
urban,159.014,0,0,2400.0,-90.554,-88.005,-92.381,1
urban,5.493,0,0,2400.0,-46.315,-49.695,-48.175,0
indoor,107.343,0,0,2400.0,-90.464,-87.281,-93.886,1
urban,105.388,0,0,915.0,-83.876,-85.969,-84.371,0
urban,132.371,0,0,2400.0,-85.88,-87.553,-89.468,0
indoor,197.591,1,0,915.0,-106.471,-104.409,-105.94,1
urban,128.919,0,0,2400.0,-86.998,-84.305,-85.753,1
indoor,145.591,2,0,915.0,-102.328,-104.328,-105.067,0
rural,82.817,0,1,915.0,-76.206,-77.118,-75.123,2
indoor,96.271,0,0,2400.0,-90.56,-89.937,-89.731,2
rural,12.422,0,0,915.0,-54.768,-56.714,-49.105,2
urban,129.328,0,0,915.0,-88.346,-86.075,-88.344,1
indoor,42.386,0,0,915.0,-80.05,-82.508,-81.387,0
rural,184.812,0,0,2400.0,-74.67,-76.868,-73.969,2
urban,177.961,0,0,915.0,-96.094,-96.344,-93.984,2
urban,155.71,0,0,915.0,-91.764,-88.053,-91.896,1
urban,155.598,0,1,915.0,-98.426,-98.366,-98.16,2
indoor,165.217,1,0,915.0,-103.961,-105.258,-108.528,0
indoor,72.343,0,0,915.0,-89.103,-86.531,-84.371,2
urban,84.586,0,0,915.0,-84.608,-86.316,-88.652,0
urban,27.12,0,0,915.0,-71.474,-71.477,-74.213,0
indoor,106.737,0,0,2400.0,-94.907,-95.814,-91.841,2
urban,185.147,0,1,2400.0,-97.041,-97.627,-93.845,2
urban,76.299,0,0,915.0,-84.372,-81.795,-82.17,1
indoor,157.207,1,0,2400.0,-93.623,-96.367,-99.634,0
urban,171.462,0,0,915.0,-91.304,-89.256,-95.501,1
urban,165.981,0,0,2400.0,-89.224,-88.626,-91.205,1
indoor,119.512,0,0,915.0,-92.948,-96.059,-97.369,0
urban,196.918,0,0,2400.0,-94.767,-93.484,-92.135,2
urban,135.477,0,0,915.0,-93.489,-88.988,-95.645,1
indoor,119.596,0,1,915.0,-97.146,-97.561,-106.66,0
urban,66.357,0,0,915.0,-82.481,-78.427,-80.599,1
urban,112.339,0,0,915.0,-90.622,-87.666,-88.969,1
indoor,56.741,0,0,915.0,-84.856,-86.441,-85.125,0
urban,181.984,0,1,2400.0,-99.578,-91.809,-100.869,1
rural,63.335,0,1,2400.0,-73.591,-73.485,-71.96,2
indoor,80.611,4,1,2400.0,-104.451,-109.946,-106.273,0
indoor,114.032,1,0,915.0,-94.364,-100.477,-96.385,0
indoor,28.342,0,0,915.0,-77.754,-74.205,-72.477,2
urban,195.328,0,0,2400.0,-92.479,-91.478,-90.96,2
urban,37.663,0,1,915.0,-81.276,-83.74,-84.241,0
indoor,170.792,1,0,2400.0,-100.694,-99.74,-101.004,1
urban,110.341,0,1,915.0,-94.947,-92.35,-95.271,1
rural,138.392,0,0,915.0,-79.377,-72.062,-71.215,2
urban,5.91,0,0,2400.0,-51.45,-53.517,-50.781,2
indoor,156.934,2,0,915.0,-109.17,-107.8,-107.726,2
indoor,35.833,0,1,915.0,-83.028,-83.953,-83.04,0
urban,162.892,0,0,2400.0,-92.992,-92.056,-90.198,2
urban,81.716,0,0,2400.0,-80.0,-82.126,-83.466,0
urban,82.646,0,0,915.0,-84.624,-86.001,-81.661,2
urban,149.998,0,1,2400.0,-98.301,-88.331,-94.286,1
indoor,192.347,2,0,915.0,-111.592,-107.462,-109.585,1
indoor,153.239,2,0,915.0,-104.19,-104.994,-106.454,0
indoor,193.98,1,0,915.0,-104.322,-105.816,-111.617,0
indoor,75.671,2,0,2400.0,-89.631,-94.233,-96.093,0
rural,78.646,0,0,2400.0,-69.927,-64.597,-66.229,1
indoor,183.854,2,0,915.0,-111.762,-112.719,-113.238,0
indoor,195.376,0,0,2400.0,-98.188,-97.63,-99.33,1
indoor,86.211,4,1,915.0,-108.316,-110.472,-111.333,0
urban,24.54,0,0,915.0,-69.031,-70.346,-68.155,2
urban,178.056,0,0,915.0,-89.97,-95.303,-94.688,0
urban,163.422,0,0,2400.0,-84.851,-88.004,-88.931,0
urban,105.278,0,0,915.0,-88.208,-90.8,-85.808,2
rural,80.256,0,1,2400.0,-72.486,-77.129,-72.579,0
urban,72.736,0,0,2400.0,-80.361,-82.476,-77.189,2
indoor,14.04,0,0,915.0,-70.232,-65.656,-72.35,1
urban,184.008,0,0,915.0,-91.771,-94.211,-100.496,0
indoor,167.133,3,0,2400.0,-110.034,-110.061,-105.835,2
urban,70.067,0,0,915.0,-83.81,-85.02,-77.637,2
indoor,163.885,1,0,915.0,-99.361,-99.82,-108.569,0
indoor,5.888,0,0,2400.0,-53.565,-55.095,-55.348,0
urban,27.171,0,0,2400.0,-64.588,-66.788,-64.735,0
indoor,111.771,2,0,915.0,-99.558,-100.378,-99.063,2
urban,162.424,0,0,2400.0,-91.644,-83.713,-94.004,1
urban,87.299,0,0,915.0,-83.015,-89.803,-86.662,0
urban,192.044,0,1,915.0,-104.239,-99.059,-98.29,2
indoor,122.432,0,0,915.0,-94.147,-94.527,-94.225,0
indoor,139.393,2,0,915.0,-106.028,-102.58,-108.748,1
urban,10.919,0,0,915.0,-64.485,-56.305,-56.909,1
indoor,70.675,2,1,915.0,-96.799,-107.249,-102.999,0
urban,65.748,0,1,915.0,-91.463,-85.23,-86.714,1
urban,25.797,0,0,2400.0,-65.317,-67.863,-71.825,0
indoor,32.875,3,0,915.0,-87.5,-91.723,-88.492,0
rural,150.973,0,1,915.0,-85.706,-78.497,-80.663,1
urban,93.349,0,0,2400.0,-82.508,-87.878,-83.175,0
urban,49.811,0,0,2400.0,-81.233,-77.62,-79.071,1
urban,71.104,0,0,2400.0,-79.783,-77.06,-84.606,1
urban,189.149,0,0,2400.0,-91.016,-93.569,-91.722,0
urban,196.298,0,1,915.0,-102.896,-106.943,-105.42,0
indoor,137.78,0,0,2400.0,-89.77,-94.675,-96.187,0
indoor,14.118,3,0,915.0,-79.724,-76.233,-79.753,1
indoor,99.234,0,0,915.0,-86.72,-89.668,-90.695,0
indoor,125.192,1,0,2400.0,-94.324,-93.344,-100.311,1
urban,180.102,0,0,2400.0,-88.564,-81.609,-90.351,1
urban,170.187,0,0,915.0,-92.415,-91.753,-94.641,1
rural,13.813,0,0,2400.0,-51.508,-50.775,-48.612,2
indoor,171.351,0,0,2400.0,-92.534,-101.188,-100.285,0
indoor,98.101,0,1,2400.0,-96.491,-96.826,-99.436,0
urban,173.372,0,0,915.0,-94.485,-93.815,-89.022,2
rural,130.806,0,0,915.0,-77.101,-79.588,-77.456,0
urban,3.661,0,0,2400.0,-46.39,-47.935,-46.378,2
indoor,112.482,0,0,2400.0,-89.688,-93.433,-92.135,0
indoor,155.556,0,0,915.0,-99.07,-97.914,-97.598,2
urban,104.585,0,0,915.0,-89.88,-90.299,-95.586,0
indoor,122.957,2,0,915.0,-101.594,-104.51,-103.599,0
rural,40.846,0,0,2400.0,-64.558,-63.568,-59.631,2
urban,5.526,0,0,915.0,-54.672,-56.079,-50.747,2
indoor,196.625,2,0,2400.0,-107.468,-105.607,-106.19,1
urban,53.251,0,0,915.0,-78.361,-78.336,-79.16,1
indoor,139.741,2,1,2400.0,-107.392,-103.207,-107.187,1
urban,84.356,0,0,915.0,-87.744,-84.747,-84.49,2
rural,48.705,0,0,2400.0,-64.206,-60.974,-63.664,1
indoor,148.53,3,0,915.0,-110.213,-109.827,-107.364,2
urban,122.488,0,0,2400.0,-86.154,-90.337,-87.621,0
indoor,71.908,0,1,915.0,-97.057,-94.27,-97.713,1
urban,195.194,0,0,2400.0,-92.358,-93.499,-89.477,2
